user_id,movie_id,ratings,time_stamp
2,119,3.5,1298922057
2,121,4,1298921825
2,122,5,1298862874
2,125,5,1298863174
2,126,3,1298923266
2,127,3.5,1298862672
2,128,3,1298922080
2,129,2.5,1298921787
2,130,3,1298922065
2,131,3.5,1298861650
2,132,3,1298932766
2,133,3.5,1298862555
2,134,3.5,1298932740
2,136,4.5,1298862467
2,137,3,1298922071
2,138,4,1298922130
3,20,4,949810645
3,139,5,949919556
3,141,5,949919681
3,30,4,949811346
3,34,3,949920047
3,143,5,949779042
3,144,4,949778802
3,49,5,949895708
3,55,5,949810582
3,57,5,949919763
3,60,4,949895887
3,67,3,949919883
3,147,3,949895772
3,148,4,949810688
3,149,1,949920135
3,150,4,949919802
3,151,4,949920028
3,152,4,949811315
3,72,5,949810582
3,153,5,949779091
3,88,5,949949486
3,89,5,949919938
3,154,5,949949538
3,155,5,949949638
3,156,4,949982238
3,157,5,949779022
3,158,5,949919189
3,159,4,949919306
3,160,5,949919247
3,161,5,949949396
3,165,5,949949638
3,166,5,949896377
3,167,5,949896377
3,169,5,949949638
3,170,5,949896244
3,171,5,949919372
3,172,5,949811523
3,175,5,949919399
3,176,5,949896275
3,177,5,949919372
3,178,5,949919419
3,179,5,949779173
3,180,5,949779173
3,181,5,949896244
3,182,5,949896159
3,183,5,949779173
3,106,5,949778714
3,184,5,949895708
3,185,5,949810261
3,186,5,949779173
3,187,5,949811523
3,188,5,949918693
3,189,5,949779173
3,191,5,949896244
3,192,5,949919519
3,194,5,949918743
3,195,4,949811559
3,196,5,949919591
3,197,5,949811523
3,199,5,949949396
3,200,4,949811559
3,201,5,949811490
3,202,5,949918743
3,204,4,949811602
3,205,4,949896275
3,206,5,949982274
3,207,5,949919247
3,10,4,949810302
3,209,3,949920004
3,210,4,949918787
3,211,3,949918904
3,213,5,949896377
3,215,4,949810302
3,217,3,949811230
3,110,5,949919978
3,218,4,949811559
3,219,5,949896244
3,220,1,949895864
3,222,4,949810688
3,223,2,949895956
3,12,5,949810261
3,224,5,949810261
3,226,3,949949538
3,228,5,949896309
3,230,3,949895907
3,231,2,949918970
3,233,4,949919454
3,234,5,949778771
3,235,4,949811738
3,236,4,949896114
3,237,4,949982239
3,238,4,949896183
3,239,5,949810618
3,241,5,949918648
3,242,5,949949444
3,243,5,949919306
3,244,4,949982239
3,245,5,949949444
3,246,5,949896114
3,247,5,949949638
3,248,5,949896183
3,249,4,949920028
3,250,5,949949538
3,251,5,949896114
3,252,5,949949396
3,254,3,949896309
3,255,5,949918927
3,256,5,949918994
3,257,4,949919763
3,258,5,949896070
3,259,4,949982239
3,260,4,949896114
3,261,5,949811603
3,263,5,949896070
3,15,3,949896070
3,264,5,949918764
3,265,4,949811559
3,267,5,949895772
3,268,5,949919556
3,269,4,949918927
3,270,4,949811603
3,271,4,949918994
3,272,5,949918994
3,273,4,949810302
3,274,5,949982274
3,276,4,949896275
3,279,5,949810261
3,281,4,949896497
3,282,4,949896497
3,118,5,949811523
3,283,5,949810582
3,284,4,949778714
3,285,1,949896521
3,286,5,949919399
3,287,5,949811490
3,289,5,949896070
3,291,3,949811230
3,292,3,949918875
3,293,5,949896114
3,295,2,949896309
3,296,1,949896309
3,297,4,949810534
3,298,5,949811559
3,18,5,949896070
3,299,3,949896015
3,300,5,949918807
3,301,5,949810261
3,303,5,949949444
3,304,4,949811559
3,305,5,949919419
3,306,5,949919656
3,308,4,949896275
3,310,5,949919738
3,311,4,949918904
3,313,4,949811523
3,314,5,949918970
3,315,4,949919738
3,316,3,949919845
3,317,5,949895732
4,319,4,1163374957
4,22,4,1163374952
4,320,4,1163374639
4,141,4,1163374242
4,29,4,1163374404
4,321,3.5,1163373762
4,322,4.5,1163373208
4,323,3.5,1163373636
4,57,4,1163374152
4,59,4,1163373752
4,60,4,1163373755
4,150,4,1163374477
4,86,4,1163374392
4,88,3.5,1163373551
4,101,4,1163374190
4,324,5,1163373711
4,325,3.5,1163374993
4,157,2.5,1163373651
4,161,4,1163374286
4,327,3,1163374173
4,328,2.5,1163374239
4,329,4,1163374582
4,204,4,1163374495
4,213,5,1163373044
4,330,3.5,1163374165
4,331,4.5,1163374608
4,217,3.5,1163374562
4,332,4,1163374214
4,111,4,1163373744
4,333,4,1163374601
4,334,4.5,1163374251
4,335,4.5,1163373726
4,225,4,1163373675
4,227,4,1163374324
4,336,3.5,1163374593
4,337,1.5,1163373188
4,244,5,1163373109
4,338,4,1163373276
4,16,4,1163373251
4,339,3.5,1163374184
4,341,3.5,1163374290
4,281,4,1163373679
4,116,4.5,1163373293
4,342,4,1163374246
4,119,3.5,1163373743
4,285,3.5,1163374947
4,298,3.5,1163374278
4,346,4,1163374137
4,347,3.5,1163373148
4,348,4.5,1163374235
4,349,3.5,1163374198
4,350,4,1163373273
4,352,3.5,1163373696
4,353,4.5,1163375145
4,354,3.5,1163374103
4,355,3.5,1163374354
4,356,4.5,1163375033
4,357,3.5,1163375131
4,358,3,1163373548
4,359,4.5,1163373616
4,361,4.5,1163373299
4,126,4.5,1163373606
4,127,3.5,1163374206
4,363,4.5,1163374389
4,365,4,1163374533
4,366,3.5,1163374491
4,367,4,1163374572
4,128,4,1163373626
4,368,4,1163374455
4,369,2.5,1163373238
4,371,4,1163374742
4,372,4,1163374381
4,131,3.5,1163374118
4,132,4.5,1163373593
4,373,4,1163374426
4,374,4.5,1163374340
4,375,4.5,1163374702
4,376,3.5,1163374177
4,378,4,1163374517
4,379,4.5,1163374227
4,380,4,1163374275
4,381,4.5,1163374283
4,383,4,1163374167
4,384,4.5,1163374357
5,385,4,1109258212
5,386,2,1108134263
5,158,4,1108134299
5,388,5,1108134266
5,389,4.5,1108134284
5,390,4.5,1108134309
5,200,4.5,1108134339
5,391,2,1109258181
5,392,2,1109258179
5,393,2,1109258281
5,394,2,1109258194
5,395,0.5,1108134334
5,396,3,1108134344
5,397,3,1108134289
5,398,4,1109258270
5,399,4,1109258285
5,263,4,1109258175
5,341,3.5,1108134291
5,400,3,1109258245
5,401,4,1108134293
5,402,1,1109258202
5,403,2,1108134271
5,404,4,1108134274
5,283,3,1109258257
5,405,4.5,1108134545
5,406,3,1109258199
5,407,1,1108134337
5,344,4,1109258183
5,408,3.5,1109258250
5,409,1.5,1109258190
5,410,1.5,1109258217
5,411,1.5,1109258226
5,412,5,1108134311
5,413,3,1108134534
5,129,5,1108134519
5,130,4,1108134524
5,132,4,1108134537
5,415,3,1108134531
5,416,4.5,1108134521
6,417,3,851866703
6,418,3,851867289
6,0,3,851868750
6,139,4,851867861
6,419,4,851866901
6,320,3,851866744
6,27,5,851868188
6,140,4,851866720
6,141,4,851866704
6,421,2,851868704
6,143,5,851869062
6,46,3,851868188
6,423,2,851869161
6,99,5,851868187
6,145,3,851868524
6,424,3,851867345
6,100,3,851867941
6,57,3,851868188
6,58,3,851867436
6,59,3,851868020
6,60,3,851867790
6,72,4,851869161
6,75,3,851867669
6,426,4,851868246
6,81,3,851867688
6,153,4,851869035
6,88,4,851868044
6,89,3,851869140
6,90,4,851868186
6,91,3,851868863
6,154,4,851868020
6,101,3,851868044
6,156,3,851868074
6,428,3,851866744
6,95,5,851868019
6,429,2,851866784
6,430,1,851866763
6,431,5,851868020
6,432,3,851866703
6,433,2,851866744
6,434,4,851868289
6,170,3,851869102
6,171,3,851866744
6,435,4,851867289
6,174,3,851868308
6,3,3,851869103
6,177,4,851867289
6,179,5,851869034
6,105,3,851867289
6,180,5,851869035
6,106,5,851869034
6,187,4,851867379
6,437,5,851868044
6,189,5,851868246
6,438,4,851868321
6,191,4,851869062
6,197,3,851867436
6,440,4,851869080
6,198,3,851867436
6,201,4,851867401
6,202,3,851867320
6,441,4,851868471
6,442,3,851866935
6,10,3,851869160
6,209,3,851869102
6,443,2,851869230
6,210,4,851869035
6,444,3,851869140
6,211,3,851869062
6,445,3,851867688
6,446,1,851869140
7,448,2.5,1154389572
7,23,5,1154464836
7,24,5,1154400173
7,143,3.5,1154464829
7,449,2,1154389420
7,49,4,1154465380
7,99,5,1154464714
7,57,4,1154400390
7,69,4.5,1154400475
7,451,2,1154400357
7,89,4,1154464853
7,92,4.5,1154464833
7,453,4,1154400284
7,454,3.5,1154389432
7,157,5,1154400181
7,179,3.5,1154464841
7,105,4,1154464887
7,180,4,1154464730
7,106,4,1154464769
7,186,4,1154465573
7,189,4,1154465394
7,194,4,1154465555
7,195,4,1154464811
7,196,3,1154465230
7,202,4,1154464720
7,441,3.5,1154400465
7,391,0.5,1154474527
7,214,4,1154465285
7,455,4,1154465235
7,457,3.5,1154464990
7,458,5,1154389385
7,219,4,1154389491
7,459,4,1154473252
7,460,3,1154400308
7,333,5,1154400458
7,395,3.5,1154389528
7,225,5,1154473322
7,113,4,1154473259
7,461,3,1154465222
7,264,4.5,1154464735
7,462,4.5,1154400414
7,464,5,1154473217
7,465,3.5,1154389340
7,341,5,1154464889
7,402,5,1154464738
7,118,3.5,1154464944
7,119,4.5,1154464717
7,285,2.5,1154389541
7,287,4.5,1154465558
7,289,3.5,1154400340
7,120,3,1154400360
7,298,5,1154473364
7,122,4,1154464901
7,468,5,1154400441
7,469,3.5,1154400198
7,349,4,1154389482
7,470,4,1154465526
7,471,4.5,1154464873
7,472,3.5,1154400245
7,473,4.5,1154465279
7,474,5,1154464905
7,475,4,1154464915
7,476,2.5,1154400334
7,477,3.5,1154464808
7,358,4.5,1154400383
7,479,4,1154465373
7,480,3.5,1154464819
7,359,3.5,1154389449
7,481,5,1154400236
7,362,4,1154464756
7,484,4,1154400407
7,485,4,1154465399
7,486,3.5,1154400444
7,128,4,1154389474
7,487,3,1154400191
7,488,4,1154464895
7,489,5,1154465296
7,490,3,1154400253
7,491,3.5,1154400294
7,129,4,1154464753
7,130,4,1154465367
7,492,4,1154464994
7,493,2.5,1154400471
7,416,3,1154465548
7,495,3.5,1154465243
7,377,4.5,1154473310
7,496,4.5,1154400263
7,497,4.5,1154464726
7,379,3.5,1154400423
7,499,2,1154473042
7,500,3.5,1154473022
7,501,3,1154473014
8,417,4,938629179
8,21,4,938628337
8,503,3,938628655
8,504,5,938629110
8,23,3,938628897
8,99,4,938628966
8,74,4,938628777
8,78,4,938628577
8,79,5,938628843
8,426,5,938628337
8,505,5,938628843
8,506,2,938628337
8,508,3,938629470
8,509,4,938628655
8,391,4,938628450
8,510,3,938628655
8,511,2,938628777
8,512,4,938629341
8,513,4,938629054
8,332,5,938628690
8,459,4,938628966
8,111,3,938629470
8,334,5,938628966
8,113,4,938629341
8,514,4,938629522
8,258,4,938629747
8,515,4,938629053
8,267,3,938629053
8,338,3,938628777
8,516,4,938628897
8,462,4,938628843
8,519,4,938628577
8,520,2,938629681
8,522,4,938628966
8,523,2,938629341
8,402,5,938628450
8,278,3,938628843
8,119,4,938627748
8,524,4,938629681
9,24,5,942766420
9,525,4,942766793
9,99,4,942766515
9,323,3,942766603
9,425,4,942766603
9,91,3,942767328
9,526,4,942766974
9,170,3,942767258
9,173,3,942766420
9,179,4,942767258
9,105,4,942767258
9,180,4,942767258
9,181,4,942767258
9,106,4,942767258
9,187,3,942767328
9,191,4,942767258
9,202,4,942767258
9,391,5,942766420
9,529,3,942766725
9,530,3,942766845
9,459,4,942766472
9,533,5,942766472
9,534,2,942766845
9,335,5,942766515
9,535,3,942766472
9,536,5,942766991
9,272,4,942767328
9,537,2,942767328
9,523,4,942766845
9,402,5,942766515
9,538,5,942766109
9,539,3,942766251
9,540,3,942766213
9,120,4,942766029
9,406,4,942765978
9,542,2,942766213
9,544,2,942766251
9,545,3,942766059
9,546,4,942767571
10,547,1,1391656827
10,549,3,1391657297
10,550,3.5,1391656845
10,551,5,1391658556
10,552,4.5,1391658634
10,446,5,1391658667
10,223,3,1391657062
10,554,3.5,1391657376
10,555,4.5,1391657543
10,119,3,1391658583
10,127,3,1391658601
10,557,5,1391657861
10,558,5,1391658574
10,559,5,1391658450
10,561,4.5,1391657459
10,562,3.5,1391657720
10,563,4.5,1391658141
10,564,4,1391658115
10,565,4.5,1391658399
10,566,3,1391658137
10,567,4,1391658210
10,570,4.5,1391658311
10,571,4.5,1391658125
10,573,4,1391658186
10,574,4,1391657924
10,575,4,1391657610
10,576,5,1391658157
11,42,3,968045587
11,505,2,968045353
11,580,1,968045732
11,102,4,968045680
11,165,1,968045500
11,168,2,968045561
11,581,3,968045500
11,105,1,955407153
11,582,5,968045353
11,187,5,955407153
11,190,2,968045354
11,107,5,968045354
11,583,1,955407153
11,210,1,968045475
11,214,4,968045475
11,392,2,968045438
11,584,3,968045529
11,585,2,955407153
11,339,2,968045475
11,586,4,968045680
11,401,1,968045475
11,588,2,968045732
11,589,1,968045379
11,345,3,968045649
11,590,2,968045354
11,591,4,968045529
11,592,1,968045732
11,346,4,968045379
11,593,4,955407153
11,594,3,968045619
11,595,2,968045680
11,596,2,968045619
11,597,1,968045232
11,598,5,968045232
11,599,3,968045232
11,601,1,968045198
11,602,3,968045198
11,603,3,968045172
11,604,5,968045142
11,605,2,968045142
11,606,2,968045106
11,607,4,968045106
11,608,2,968045074
11,609,1,968045074
11,610,3,968045015
11,612,3,968045015
11,614,2,968044981
11,616,3,968044981
11,617,5,968044949
11,619,2,968044949
12,417,5,1331380058
12,27,4,1331380038
12,322,4,1331379348
12,49,3.5,1331380895
12,99,4.5,1331380029
12,57,5,1331380018
12,621,4.5,1331379479
12,72,3,1331380025
12,451,3.5,1331379485
12,79,4,1331380901
12,622,4,1331379483
12,87,3,1331380851
12,90,4,1331380062
12,623,4,1331379366
12,161,3.5,1331380871
12,552,3,1331379520
12,195,4,1331380814
12,196,2.5,1331380845
12,223,3,1331379386
12,225,4,1331380745
12,402,3,1331380888
12,624,3.5,1331379777
12,405,4,1331379470
12,119,3,1331380765
12,290,3,1331380731
12,625,3,1331379494
12,344,3,1331380738
12,315,3.5,1331379342
12,627,3,1331379574
12,629,2.5,1331379589
12,357,3.5,1331379530
12,630,4.5,1331380145
12,477,3.5,1331380834
12,128,4.5,1331380734
12,130,4,1331380159
12,631,4.5,1331380306
12,633,4.5,1331380830
12,635,4,1331380725
12,636,4.5,1331380387
12,637,4.5,1331380390
12,638,3,1331379985
13,154,1,976243997
13,179,4,976243997
13,111,3,976243912
13,639,3,976244179
13,640,3,976244471
13,278,3,976243933
13,281,2,976244131
13,118,3,976244313
13,642,3,976244524
13,643,2,976244287
13,344,4,976244591
13,645,5,976244313
13,646,3,976243997
13,409,4,976244205
13,648,3,976244107
14,650,2,1134521380
14,651,4.5,1093070098
14,652,4,1040205753
14,20,3,1093028290
14,654,2.5,1166586286
14,655,3.5,1093070150
14,656,1,1093028409
14,418,4.5,1058249528
14,657,2.5,1093070415
14,658,3,1033345172
14,447,4,997938466
14,139,3,997938310
14,504,1,1033345287
14,22,2.5,1093028334
14,659,3,1122576665
14,23,5,1054449816
14,24,5,997938500
14,25,2.5,1093070271
14,547,0.5,1093070467
14,660,5,1044220302
14,661,3,1166587063
14,662,1.5,1093028331
14,663,4,1134522072
14,320,1,1093070113
14,27,3,1040205792
14,665,4,997938358
14,666,3.5,1245362506
14,667,3.5,1134521543
14,668,5,1075142933
14,29,3,997939380
14,30,1,1128274517
14,669,2,1052896975
14,670,0.5,1093028411
14,31,3,1093028319
14,671,4,997938676
14,672,2,1166586021
14,673,4,997938413
14,32,3,1093028183
14,675,1,1093070329
14,676,4,1166587180
14,677,4,1046209579
14,678,3,1166586276
14,679,1,1193435347
14,680,2,1093070170
14,421,1.5,1134521967
14,36,1.5,1193435482
14,682,4.5,1054449903
14,683,1,1349622582
14,38,4,997939415
14,39,1,1134521432
14,684,1,1033345068
14,685,4,1033345227
14,686,4,1033344772
14,40,4,997939415
14,688,5,997938656
14,689,2,1093070318
14,42,2,1093028328
14,143,5,997938437
14,44,1,1058250479
14,690,2,1093028372
14,48,1,1093028298
14,50,4,1054449869
14,691,5,997938737
14,693,4,1052897100
14,423,3,1052896866
14,52,1,1093028399
14,694,2.5,1120209787
14,145,1.5,1093028255
14,695,2,997938391
14,54,2.5,1122576622
14,323,2,1093028220
14,55,3,997939193
14,100,0.5,1122576667
14,57,1,1058250631
14,58,3.5,1058250490
14,59,4,997939065
14,60,2,1374637824
14,61,3.5,1122576670
14,62,2,1443385370
14,698,3.5,1054449871
14,64,4,1033344267
14,146,4,997939179
14,65,3.5,1166586661
14,699,1,1465955324
14,148,3,1093028320
14,149,1,1093070102
14,150,2.5,1058250627
14,700,4,997938322
14,68,3,1093028323
14,69,5,997938567
14,701,2.5,1134521456
14,702,3,1166586067
14,72,3,997939193
14,704,1,997938905
14,73,0.5,1093070332
14,705,4,1093028414
14,75,3,1035258747
14,76,1.5,1093028394
14,77,2,1093028389
14,450,3.5,1443384915
14,451,2.5,1166586387
14,79,4,997937239
14,706,3,1033345148
14,81,2,1093028325
14,153,5,997938438
14,452,3,1093070381
14,708,5,997938676
14,710,3.5,1361078504
14,712,3,1141391972
14,86,2,1093028377
14,87,1,1093028322
14,89,4,997938451
14,90,3,1093028142
14,92,5,997938500
14,154,2.5,1245021392
14,324,2.5,1093028267
14,505,5,997938500
14,156,3,1052896916
14,453,2.5,1093070326
14,714,4,1093028231
14,715,2,1035258608
14,716,3,997939348
14,717,3,1052896916
14,428,3,1093028406
14,95,3,1033345122
14,429,2,1166586237
14,506,3.5,1093028260
14,102,1,1093028237
14,431,3,997938288
14,719,2.5,1166586565
14,720,4,997938438
14,721,2,1093070454
14,103,4,1054450167
14,432,2.5,1093028151
14,722,2.5,1093070207
14,433,0.5,1093028395
14,325,1.5,1134521382
14,723,3,1136904835
14,724,5,997938391
14,725,1,1128274713
14,726,4.5,1054450008
14,727,3.5,1134522085
14,728,1,1166586002
14,729,2,1166586995
14,730,4,1035258747
14,157,5,997938703
14,104,4,997938567
14,731,5,1058250570
14,734,4,997939604
14,159,2.5,1122576681
14,735,4,1058250459
14,736,5,997938140
14,160,4,1416119525
14,623,1.5,1058250501
14,737,1,1128274460
14,161,3,997938737
14,739,1,1040205624
14,551,5,997938727
14,434,5,997938358
14,740,3,1044219825
14,741,1,1058250466
14,742,3,997938800
14,744,2,1166586619
14,170,4,997938528
14,745,5,997938905
14,746,2.5,1348976598
14,507,1.5,1166586136
14,748,3,997938787
14,749,2,1122576683
14,173,4,997938528
14,753,4,1040205624
14,174,4,997938466
14,754,2.5,1458506296
14,755,1,1055439464
14,176,4,997939162
14,756,2.5,1345397949
14,177,2.5,1128274586
14,757,3.5,1386368101
14,436,3,997938288
14,758,4,1054449673
14,759,3,1193435335
14,760,4,997938862
14,761,3,997938771
14,762,4,1033344257
14,763,2,1443384910
14,764,4.5,1166586456
14,765,3.5,1361078481
14,327,5,997938760
14,179,5,997938438
14,105,1,1040205753
14,180,4,997939111
14,766,1,1093070386
14,553,3.5,1345398232
14,767,4,997938784
14,388,2,997939111
14,182,5,997938438
14,183,5,997938822
14,769,4.5,1345398245
14,770,1.5,1058250487
14,771,3,1166586696
14,184,3,997938749
14,185,4,997938203
14,582,1.5,1054271469
14,772,2,1055439440
14,773,4,997939207
14,186,3,997938203
14,187,1,1093070109
14,328,5,997938712
14,188,4,997939614
14,437,4,997938288
14,189,4,1034544304
14,774,4,997938800
14,775,3,997938727
14,776,4,1054450238
14,107,3.5,1166586368
14,191,3,997938451
14,192,2,1033345172
14,777,5,997938151
14,778,1,1093070174
14,329,5,997938171
14,779,3,997938509
14,780,3,997938500
14,389,4,997938760
14,781,3,997938749
14,782,5,997938346
14,783,3.5,1345398347
14,194,4,997938219
14,195,3,997938917
14,784,3,997938981
14,785,1.5,1134521651
14,5,4,1120208625
14,786,3,997938162
14,196,4,997938171
14,787,4,997939360
14,788,5,997938500
14,197,5,997938451
14,789,3.5,1054450246
14,790,3,997938941
14,792,3,1416120074
14,793,3,1345397986
14,6,2,1033345087
14,201,4,1163876491
14,794,4,1465793922
14,795,3,1035258608
14,202,4,997939144
14,7,4,997938894
14,796,4,1166587005
14,797,2,1054450251
14,798,3,1040205753
14,204,5,997938162
14,800,2,997938219
14,206,2,1052896916
14,801,2,1033345050
14,208,2,1052896819
14,391,1,997938500
14,802,3.5,1361078494
14,803,3,1093070198
14,212,3,1093070479
14,804,3,1458506268
14,214,4,1040205754
14,805,0.5,1093070145
14,330,3.5,1058250612
14,445,4,997939021
14,216,4,1055439459
14,11,3,1052897043
14,808,4,997938391
14,809,4,997939439
14,810,3,1134522057
14,811,1.5,1338699256
14,812,3,1193435343
14,331,3,1093070397
14,455,3,1093070210
14,814,1.5,1425876701
14,815,1,1035258747
14,816,2,1033344937
14,817,3,997939453
14,818,1,1052896819
14,819,3,997939393
14,217,1,1093070319
14,820,4,997938322
14,456,1.5,1134521507
14,821,2.5,1166587010
14,822,1.5,1166586212
14,823,3.5,1134521624
14,824,4,997938476
14,110,4,997939179
14,512,4,1052896685
14,826,2,1134521585
14,828,3,1040205754
14,829,3,997939193
14,457,5,997938346
14,458,4,997938391
14,831,4,1033345134
14,392,4,1054449877
14,833,3,997938413
14,834,2,997938647
14,835,3,1052896685
14,218,3,1058250115
14,836,3,1033345299
14,332,2,997939424
14,532,1,1134521603
14,839,3,997938879
14,459,4,1033345148
14,840,4,1166586533
14,533,4,997938931
14,842,1,1033344286
14,584,3.5,1054449676
14,394,3.5,1134521589
14,844,4,997938451
14,845,3.5,1469330699
14,846,1,1349622617
14,847,1,1166586707
14,334,3,1033345287
14,848,3,1458506454
14,220,3,997938391
14,849,1.5,1093028022
14,850,2.5,1166587162
14,851,2.5,1465881179
14,852,4,997938676
14,853,2,1166586439
14,855,2,1469330727
14,856,4,1052897012
14,858,4,997939439
14,859,2,1469330647
14,395,2,1134521539
14,860,1.5,1166586478
14,861,4,1052897043
14,862,3,1054449827
14,863,2.5,1469330584
14,864,1.5,1054450597
14,865,3.5,1075142949
14,866,5,1033345241
14,867,3.5,1054449899
14,222,2,1052896916
14,868,4,1052896819
14,335,4.5,1054449908
14,869,4,997938954
14,871,3,997938810
14,12,3,997938528
14,224,3,1040205792
14,872,4.5,1338698424
14,873,4,1166587036
14,225,3.5,1093028404
14,875,3,997938372
14,227,4,1052897128
14,228,2.5,1166586228
14,229,3,1052896975
14,231,3,1034544351
14,232,4,997938630
14,876,4,1035258747
14,877,3,1052896685
14,878,3,1044219825
14,879,1,1046209705
14,234,2,1044347881
14,398,4.5,1134521638
14,235,2.5,1379040745
14,113,3,997938784
14,881,2,1033344732
14,240,2,997938630
14,883,2,1052896975
14,241,4.5,1338698431
14,251,2,997938603
14,535,4.5,1058250482
14,256,4,1193435562
14,886,3.5,1166587080
14,887,3.5,1122576686
14,258,3,1052896819
14,888,2,1034544351
14,14,3,997937311
14,262,3,997938630
14,890,3,997939162
14,263,4,997938603
14,891,3,997938528
14,264,4,1040205754
14,892,3,1052897043
14,893,4,997938466
14,894,4.5,1128274472
14,265,3.5,1054449665
14,267,1,1093070270
14,895,2.5,1465881227
14,338,2.5,1166586189
14,516,2.5,1134521675
14,896,0.5,1469330645
14,268,4,997938322
14,517,3,997939439
14,16,2,1052897012
14,462,3.5,1093070399
14,898,3,997938931
14,900,3.5,1345397769
14,901,3.5,1122576690
14,463,2,997939328
14,902,3,1033344795
14,903,3,1469330601
14,905,2,1134522028
14,906,1,1044347881
14,465,0.5,1134521484
14,907,3,997938834
14,908,2,997937311
14,909,3,1040205792
14,270,3.5,1166586655
14,911,3,997937311
14,912,3.5,1465880711
14,518,3,997938567
14,913,5,997939404
14,519,2,997938162
14,914,3,1052897012
14,272,3.5,1458506447
14,340,1.5,1134521618
14,520,3,1040205754
14,917,1,1033344782
14,918,2,997939328
14,919,2.5,1122576697
14,275,1,997938413
14,522,3,997938760
14,341,5,1033344897
14,921,0.5,1122576701
14,400,2,1347937598
14,523,2.5,1465880194
14,922,1,1033344732
14,923,1,997939415
14,924,3,1033344917
14,925,0.5,1469330735
14,402,5,997938438
14,624,5,1033344641
14,926,1,1033344897
14,927,3,1033344772
14,928,2.5,1054449822
14,929,3,997939393
14,930,1,1033344897
14,931,1,1033344865
14,932,4,997938466
14,933,1.5,1166587193
14,934,3,997939021
14,935,3,1033344995
14,936,1,1033344772
14,937,1,1093070339
14,938,3,997939255
14,278,2.5,1093028374
14,279,4,997939179
14,939,3,997938219
14,403,2,1052896819
14,940,4,997939653
14,941,1,1033344752
14,942,3,997938372
14,404,3,997938151
14,282,3,1033345068
14,943,3,1033344958
14,117,1.5,1122576707
14,342,3,1033344657
14,946,1,1033344878
14,947,1,1033344702
14,948,4,997939623
14,949,1,1033344834
14,118,4,997938219
14,951,1.5,1469330590
14,952,2,1033344732
14,283,1,1033344897
14,953,2.5,1054450195
14,954,3,997939653
14,119,1,997938500
14,957,2,997937762
14,285,4,1033344702
14,287,4,997939008
14,288,3.5,1065197456
14,289,4,997938603
14,958,1.5,1166587203
14,959,3,997938567
14,540,1,1033344958
14,121,4,997938310
14,960,4,997939144
14,541,1,1033344752
14,297,4,997938466
14,964,4,1166585692
14,967,1,1054449851
14,122,5,997938894
14,968,4,997939623
14,969,2,1469330578
14,970,4,997938576
14,971,3,1052896740
14,972,3.5,1345398317
14,973,4,1345381197
14,343,5,997938310
14,975,1,1033344685
14,545,1,1033344702
14,976,5,997938800
14,978,2,1033344865
14,546,3,997938954
14,980,3,1166586681
14,981,4,997939021
14,982,4,1052896867
14,304,4,1033344267
14,983,3,1058250603
14,306,4,1052896975
14,984,3,1033345241
14,985,1,1033344958
14,986,3,1166586269
14,988,3,997938895
14,308,4,997937311
14,309,4,1040205792
14,989,3,1316395917
14,310,4,997939453
14,990,2,1166587025
14,344,1,1033344983
14,991,4,997938931
